"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"30","S24","Jos vähänkin heikompi asema niin kuuluu kohinaa , ujeltamista ym. stereohäiriöitä joita ei saa pois .","jos vähän heikko asema niin kuulua kohina , ujeltaa ym. stereohäiriöitä joka ei saada pois .","Varokaa Philipsiä","20.1.2014","15:11","Talous","Kuluttajansuoja","Timanttikuluttaja","476535","http://keskustelu.suomi24.fi/t/1571634#comment-65727048","http://keskustelu.suomi24.fi/t/1571634","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"31","S24","Ota lainas www.nytlainss.com","ottaa lainas www.nytlainss.com","Kannattaako n.1000€ sijoittaa mihinkään?","19.10.2014","14:34","Talous","Osakevinkit","nyt lainaa","3347670","http://keskustelu.suomi24.fi/t/12727392#comment-72062346","http://keskustelu.suomi24.fi/t/12727392","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"32","S24","Onhan koivu ja tammi kuitenkin ihan eri hintaluokassa keskenään .","olla koivu ja tammi kuitenkin ihan eri hintaluokka keskenään .","lainvoima.com kokemuksia palvelun käytöstä","13.8.2014","21:19","Talous","Huutokaupat ja nettihuutokaupat","Nimensä unohtanut","2073865","http://keskustelu.suomi24.fi/t/8825266#comment-69330638","http://keskustelu.suomi24.fi/t/8825266","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"33","S24","jUU onneksi tytär tajus katsoa tätä suomi 24 juttua niin pääs täs jyvälle itsekin .","jUU onneksi tytär tajus katsoa tämä suomi 24 juttu niin pääs täs jyvä itse .","NaturaMed Pharma","23.11.2008","22:39","Talous","Kuluttajansuoja","moiroista","4105332","http://keskustelu.suomi24.fi/t/2174746#comment-34144210","http://keskustelu.suomi24.fi/t/2174746","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"34","S24","Olisit tappanut itsesi ennen kuin aloit tehdä velkaa tai vasta ulosoton jälkeen , mutta tappaa itsensä juuri ennen uloston alkua on kaikkein raukkamaisinta .","olla tappaa itse ennen kuin alkaa tehdä velka tai vasta ulosotto jälkeen , mutta tappaa itse juuri ennen uloston alku olla kaikkein raukkamainen .","tapan itseni","20.4.2014","13:11","Talous","Lainat ja velka","1415","3252334","http://keskustelu.suomi24.fi/t/12192929#comment-67376444","http://keskustelu.suomi24.fi/t/12192929","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"35","S24","Mies tuli uudelleen mollaamaan , sanoin että jos ostat niin osta 5e ja osti .","mies tulla uudelleen mollata , sanoa että jos ostaa niin ostaa 5e ja ostaa .","Helsingin kirppikset?","1.11.2013","13:12","Talous","Kirpputorit","kate","2113371","http://keskustelu.suomi24.fi/t/2640649#comment-64303543","http://keskustelu.suomi24.fi/t/2640649","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"36","S24","Olin vielä jokin aika sitten myös ylpeä siitä että olin verottajan suuntaan aina "" yltiörehellinen "" , työllistin Suomalaisia veronmaksajia ja pystyin tuottamaan rahaa paikkaamaan valtion kasvavaa kassavajetta .","olla vielä jokin aika sitten myös ylpeä se että olla verottaja suunta aina "" yltiörehellinen "" , työllistää suomalainen veronmaksaja ja pystyä tuottaa raha paikata valtio kasvaa kassavaje .","Onko pimeä työ todellakin ainoa vaihtoehtoni?","15.12.2014","10:33","Talous","Kysy verokortista","","125139","http://keskustelu.suomi24.fi/t/13112400#comment-75190071","http://keskustelu.suomi24.fi/t/13112400","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"37","S24","puolustan itseäni edelleen ja aina riittävän voimakkaasti joten se ihmisoikeuksista","puolustaa itse edelleen ja aina riittävä voimakkaasti joten se ihmisoikeus","SKIMMAUSASIAA","18.11.2014","14:12","Talous","Pankit","toni.","4196696","http://keskustelu.suomi24.fi/t/12943932#comment-73696740","http://keskustelu.suomi24.fi/t/12943932","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"38","S24","OIKREHEN JOPPE NAVEHETTA ONK PANKRIN ,,: ) ) ) ) ) ) ) ) ) ) )","OIKREHEN JOPPE NAVEHETTA ONK PANKRIN ,,: ) ) ) ) ) ) ) ) ) ) )","Isänmaan hätätila","9.12.2014","06:07","Talous","Maataloustuki",":))))))))))","1009571","http://keskustelu.suomi24.fi/t/13061898#comment-74855670","http://keskustelu.suomi24.fi/t/13061898","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"39","S24",""" Sijoittamallesi "" rahalle et saa MITÄÄN vastiketta , ennen kuin saatanan moni muu rekryämäsi ihminen on tehnyt saman .",""" sijoittaa "" raha ei saada mikään vastike , ennen kuin saatana moni muu rekryämäsi ihminen olla tehdä sama .","Emgoldex riskit","14.2.2014","07:09","Talous","Verkostomarkkinointi","Stanan tollot","2047422","http://keskustelu.suomi24.fi/t/11905956#comment-66200464","http://keskustelu.suomi24.fi/t/11905956","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"40","S24","ittu ei oo tullu palkka tilille","ittu ei olla tulla palkka tili","Prkeleen Nordean verkkopankki ei toimi","15.12.2014","10:46","Talous","Pankit","hööhää","490532","http://keskustelu.suomi24.fi/t/9712125#comment-75190614","http://keskustelu.suomi24.fi/t/9712125","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"41","S24",""" Silloin varmaan tavallinen lypsäjä nukkuu lypsyjakkaralla , jos lypsää antibiottimaidot tankkiin .",""" silloin varmaan tavallinen lypsäjä nukkua lypsyjakkara , jos lypsää antibiottimaidot tankki .","Maanviljelijä, mitä mieltä tehotuotannosta?","16.3.2014","21:44","Talous","Maatilan eläimet","Nääs -","8057111","http://keskustelu.suomi24.fi/t/8759324#comment-66750282","http://keskustelu.suomi24.fi/t/8759324","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"42","S24","Pari tuollaista luopumista katsoneena paras neuvo on jutella pankinjohtajan kanssa , sieltä saat rahoituksen ja yleensä asiantuntevan avun halvemmalla kuin asianajajalta .","pari tuollainen luopua katsoa paras neuvo olla jutella pankinjohtaja kanssa , sieltä saada rahoitus ja yleensä asiantunteva apu halpa kuin asianajaja .","Sukupolven vaihdos liiketoimintakaupalla ?","3.5.2012","07:25","Talous","Yrittäjyys","org_mikko","4414211","http://keskustelu.suomi24.fi/t/10625361#comment-54989915","http://keskustelu.suomi24.fi/t/10625361","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"43","S24","Ei suomessa kannata rahojaan pitää tai omistaa mitään ku Valtio/ Verottaja kuppaa kaiken , ite olen sijoittanut rahani kiinteään omaisuuteen ulkomailla .","ei suomi kannattaa raha pitää tai omistaa mikään ku Valtio/ verottaja kupata kaikki , ite olla sijoittaa raha kiinteä omaisuus ulkomaa .","Jään eläkkeelle milloin haluan.","10.11.2014","15:51","Talous","Eläkesäästäminen","Omaisuus ulkomaille","2086633","http://keskustelu.suomi24.fi/t/12611783#comment-73254690","http://keskustelu.suomi24.fi/t/12611783","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"44","S24","Varhennetun vanhuuseläkkeen määrään vaikuttaa se , onko eläke myönnetty vuoden 2004 vai vuoden 2005 säännöin .","varhentaa vanhuuseläke määrä vaikuttaa se , olla eläke myöntää vuosi 2004 vai vuosi 2005 sääntö .","varhennettu vanhuuseläke??","1.6.2012","14:02","Talous","Kysy työeläkkeestä","","3265155","http://keskustelu.suomi24.fi/t/10544386#comment-55462509","http://keskustelu.suomi24.fi/t/10544386","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"45","S24","Postisysteeminä käytin siis USPS Priority International Mailia ja paketin hinta postikuluineen n. 51e .","postisysteemi käyttää siis USPS Priority international Maili ja paketti hinta postikulut n. 51e .","Kysymyksiä USPS-postista ja trackauksesta!","18.6.2014","20:06","Talous","Shoppailu","1214","4308025","http://keskustelu.suomi24.fi/t/12315426#comment-68402041","http://keskustelu.suomi24.fi/t/12315426","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"46","S24","- Sen sijaan yksi on ja pysyy : Putinin fasismi , jota ei tahdota Suomessa ymmärtää !","- se sijaan yksi olla ja pysyä : Putin fasismi , joka ei tahtoa Suomi ymmärtää !","fortumin venäjänvalloitus","11.10.2013","06:18","Talous","Osakevinkit","Ruotsi-Suomi","3342936","http://keskustelu.suomi24.fi/t/11744015#comment-63941841","http://keskustelu.suomi24.fi/t/11744015","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"47","S24","Todennäköisesti saat tai olet ainakin joskus saanut kunnan asukkaana myös vastinetta maksamillesi veroeuroille .","todennäköisesti saada tai olla ainakin joskus saada kunta asukas myös vastine maksaa veroeuro .","selittäkää  kiltit kunnallisvero","4.8.2009","14:16","Talous","Verot","ja muut veronsaajat","2069341","http://keskustelu.suomi24.fi/t/6310795#comment-39228170","http://keskustelu.suomi24.fi/t/6310795","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"48","S24","Jopa Kalajokilaakso - lehti , Åbo Underrättelser , Demokraatti ovat lähempänä tavallista sanomalehteä kun kriteeriksi otetaan ilmestymistiheys .","jopa kalajokilaakso - lehti , Åbo Underrättelser , demokraatti olla lähempi tavallinen sanomalehti kun kriteeri ottaa ilmestyätiheys .","Kun tukijussille ei mikään riitä!","8.4.2014","21:10","Talous","Maataloustuki","","8082371","http://keskustelu.suomi24.fi/t/12169806#comment-67173791","http://keskustelu.suomi24.fi/t/12169806","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"49","S24","Velallisella on itsellään omaisuutta eikä ainakaan vielä ole muita velkoja maksamatta niin että olisivat ulosotossa tai perinnässä , tämän olen tarkistanut .","velallinen olla itse omaisuus ei aina vielä olla muu velka maksaa niin että olla ulosotto tai perintä , tämä olla tarkistaa .","takaajan vastuu","28.10.2014","20:27","Talous","Lainat ja velka","pöyristynyt","3248080","http://keskustelu.suomi24.fi/t/12811005#comment-72580623","http://keskustelu.suomi24.fi/t/12811005","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"50","S24","&gt ; &gt ; Tuleeko teille mieleen tällaisia vastaavia tapoja , joilla saisi "" oikeaa "" työtä tekemättä kerättyä satoja tuhansia tai jopa miljoonia ?","> ; > ; tulla tee mieli tällainen vastaava tapa , joka saada "" oikea "" työ tehdä kerätä sata tuhat tai jopa miljoona ?","Paras todennäköisyys rikastumiseen","27.10.2014","14:33","Talous","Yleistä taloudesta","sijoitettu pääoma","8969657","http://keskustelu.suomi24.fi/t/12799263#comment-72502152","http://keskustelu.suomi24.fi/t/12799263","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"51","S24","Sama juttu ostin koneen joka oli ilmoituksessa kehuttu todella hyväksi ja todellisuus olikin aivan muuta mikään ei pitänyt paikkaansa , ei 5000euroa riittänyt remontteihin .","sama juttu ostaa kone joka olla ilmoitus kehua todella hyvä ja todellisuus olla aivan muu mikään ei pitää paikka , ei 5000euroa riittää remontti .","VAROKAA OSTAMASTA HUUTOKAUPAT.COM LAHDESTA","19.4.2013","17:21","Talous","Kirpputorit","huiputettu2","2108596","http://keskustelu.suomi24.fi/t/10061561#comment-61145957","http://keskustelu.suomi24.fi/t/10061561","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"52","S24","Minulle ei edelleenkään selvinnyt verotiimin vastauksesta sen vähentäminen .","minä ei edelleen selvitä verotiimi vastaus se vähentää .","Asunnon vuokraus kalustettuna","4.5.2014","20:28","Talous","Kysy verokortista","Sama ongelma täällä","2534890","http://keskustelu.suomi24.fi/t/12210134#comment-67628087","http://keskustelu.suomi24.fi/t/12210134","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"53","S24","Mikäli sinulle maksetaan keikkatyöstä matkakorvauksia , ei niitä tarvitse ilmoittaa veroilmoituksellasi , jos ne perustuvat toteutuneisiin kuluihin .","mikäli sinä maksaa keikkatyö matkakorvaus , ei se tarvita ilmoittaa veroilmoitus , jos se perustua toteutua kulu .","Matkakorvausten laitto vero ilmoitukseen!","26.4.2010","13:28","Talous","Kysy verokortista","","6297887","http://keskustelu.suomi24.fi/t/9022267#comment-43812871","http://keskustelu.suomi24.fi/t/9022267","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"54","S24","mista mutta tietääkö kukaan muita vähän isompia ja edullisia ulkomaalaisia nettikauppoja ?","mista mutta tietää kukaan muu vähän iso ja edullinen ulkomaalainen nettikauppa ?","Halpoja vaatekauppoja netissä?","13.9.2012","13:07","Talous","Verkkokaupat","","2575723","http://keskustelu.suomi24.fi/t/5210048#comment-57223671","http://keskustelu.suomi24.fi/t/5210048","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:29","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
